	BQYCK1	BQYCK2	BQYCK3	BQYCK4	BQYCK5	BQYCK6	BQYCK7	BQYCK8	BQYCK9	BQYNPK1	BQYNPK2	BQYNPK3	BQYNPK4	BQYNPK5	BQYNPK6	BQYNPK7	BQYNPK8	BQYNPK9	BQYNPKM1	BQYNPKM2	BQYNPKM3	BQYNPKM4	BQYNPKM5	BQYNPKM6	BQYNPKM7	BQYNPKM8	BQYNPKM9	BYCCK1	BYCCK2	BYCCK3	BYCCK4	BYCCK5	BYCCK6	BYCCK7	BYCCK8	BYCCK9	BYCNPK1	BYCNPK2	BYCNPK3	BYCNPK4	BYCNPK5	BYCNPK6	BYCNPK7	BYCNPK8	BYCNPK9	BYCNPKM1	BYCNPKM2	BYCNPKM3	BYCNPKM4	BYCNPKM5	BYCNPKM6	BYCNPKM7	BYCNPKM8	BYCNPKM9	BYYCK1	BYYCK2	BYYCK3	BYYCK4	BYYCK5	BYYCK6	BYYCK7	BYYCK8	BYYCK9	BYYNPK1	BYYNPK2	BYYNPK3	BYYNPK4	BYYNPK5	BYYNPK6	BYYNPK7	BYYNPK8	BYYNPK9	BYYNPKM1	BYYNPKM2	BYYNPKM3	BYYNPKM4	BYYNPKM5	BYYNPKM6	BYYNPKM7	BYYNPKM8	BYYNPKM9	BCCCK1	BCCCK2	BCCCK3	BCCNPK1	BCCNPK2	BCCNPK3	BCCNPKM1	BCCNPKM2	BCCNPKM3	BJX20CK1	BJX20CK2	BJX20CK3	BJX20CK4	BJX20CK5	BJX20CK6	BJX20CK7	BJX20CK8	BJX20CK9	BJX20NPK1	BJX20NPK2	BJX20NPK3	BJX20NPK4	BJX20NPK5	BJX20NPK6	BJX20NPK7	BJX20NPK8	BJX20NPK9	BJX20NPKM1	BJX20NPKM2	BJX20NPKM3	BJX20NPKM4	BJX20NPKM5	BJX20NPKM6	BJX20NPKM7	BJX20NPKM8	BJX20NPKM9	BHL20CK1	BHL20CK2	BHL20CK3	BHL20NPK1	BHL20NPK2	BHL20NPK3	BHL20NPKM1	BHL20NPKM2	BHL20NPKM3	RQYCK1	RQYCK2	RQYCK3	RQYCK4	RQYCK5	RQYCK6	RQYCK7	RQYCK8	RQYCK9	RQYNPK1	RQYNPK2	RQYNPK3	RQYNPK4	RQYNPK5	RQYNPK6	RQYNPK7	RQYNPK8	RQYNPK9	RQYNPKM1	RQYNPKM2	RQYNPKM3	RQYNPKM4	RQYNPKM5	RQYNPKM6	RQYNPKM7	RQYNPKM8	RQYNPKM9	RYCCK1	RYCCK2	RYCCK3	RYCCK4	RYCCK5	RYCCK6	RYCCK7	RYCCK8	RYCCK9	RYCNPK1	RYCNPK2	RYCNPK3	RYCNPK4	RYCNPK5	RYCNPK6	RYCNPK7	RYCNPK8	RYCNPK9	RYCNPKM1	RYCNPKM2	RYCNPKM3	RYCNPKM4	RYCNPKM5	RYCNPKM6	RYCNPKM7	RYCNPKM8	RYCNPKM9	RYYCK2	RYYCK3	RYYCK4	RYYCK5	RYYCK6	RYYCK7	RYYCK8	RYYCK9	RYYNPK1	RYYNPK2	RYYNPK3	RYYNPK4	RYYNPK5	RYYNPK6	RYYNPK7	RYYNPK8	RYYNPK9	RYYNPKM1	RYYNPKM2	RYYNPKM3	RYYNPKM4	RYYNPKM5	RYYNPKM6	RYYNPKM7	RYYNPKM8	RYYNPKM9	RCCSCK1	RCCSCK2	RCCSCK3	RCCSNPK1	RCCSNPK2	RCCSNPK3	RCCSNPKM1	RCCSNPKM2	RCCSNPKM3	RCCLCK1	RCCLCK2	RCCLCK3	RCCLNPK1	RCCLNPK2	RCCLNPK3	RCCLNPKM1	RCCLNPKM2	RCCLNPKM3	RJX20CK1	RJX20CK2	RJX20CK3	RJX20CK4	RJX20CK5	RJX20CK6	RJX20CK7	RJX20CK8	RJX20CK9	RJX20NPK1	RJX20NPK2	RJX20NPK3	RJX20NPK4	RJX20NPK5	RJX20NPK6	RJX20NPK7	RJX20NPK8	RJX20NPK9	RJX20NPKM1	RJX20NPKM2	RJX20NPKM3	RJX20NPKM4	RJX20NPKM5	RJX20NPKM8	RJX20NPKM9	RHL20SCK1	RHL20SCK2	RHL20SCK3	RHL20SNPK1	RHL20SNPK2	RHL20SNPK3	RHL20SNPKM1	RHL20SNPKM2	RHL20SNPKM3	RHL20LCK1	RHL20LCK2	RHL20LCK3	RHL20LNPK1	RHL20LNPK2	RHL20LNPK3	RHL20LNPKM1	RHL20LNPKM2	RHL20LNPKM3
OTU_1006	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	5	1	11	7	0	2	1	3	4	4	0	15	0	3	0	2	0	2	0	7	2	18	2	0	18	3	7	3	5	19	7	3	6	2	14	1	11	4	3	0	4	2	0	15	1	0	2	7	2	4	10	1	21	13	12	3	3	2	1	2	5	6	3	43	1	0	0	3	15	1	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	9	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	11	1	3	1	0	5	1	1	0	0	2	0	2	3	3	1	0	4	9	26	3	1	1	6	0	0	5	5	9	4	13	11	1	3	3	0	1	0	7	0	1	0	0	4	0	0	3	1	6	1	0	9	1	4	5	4	8	3	1	4	1	0	2	23	5	0	0	1	3	1	0	1	1	7	2	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	6	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1008	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	2	2	1	0	0	1	10	9	4	7	4	18	11	12	15	7	19	21	12	14	21	13	12	7	3	12	15	17	10	8	17	13	17	7	0	1	4	5	2	3	3	11	7	9	5	5	7	6	4	16	4	11	17	7	9	2	7	26	9	17	0	1	6	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	4	7	14	51	21	8	3	10	2	13	13	4	10	10	10	12	15	21	21	25	19	17	15	24	10	23	1	1	3	1	0	1	3	0	2	2	3	5	3	15	9	4	11	4	10	2	23	10	5	7	10	8	0	1	5	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1009	80	137	89	173	127	87	32	195	147	2	5	2	4	1	0	4	8	11	107	79	49	69	105	94	93	83	171	16	15	13	8	9	17	15	14	12	23	17	7	5	12	9	3	10	14	22	15	14	11	6	8	11	3	3	29	46	42	44	31	31	30	31	40	32	24	43	29	24	40	21	22	30	37	40	41	34	25	37	37	32	39	34	16	22	11	4	8	5	19	2	1	3	0	2	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	3	0	5	4	3	4	5	8	13	11	11	13	9	7	8	6	35	104	95	143	84	62	40	134	77	7	5	6	3	3	4	6	1	4	40	53	26	74	71	44	50	72	66	10	8	7	1	3	2	3	4	7	4	5	2	2	2	1	3	0	0	3	1	0	2	1	1	6	3	1	4	13	5	9	6	4	13	4	15	9	8	10	5	10	13	9	6	8	13	18	7	10	15	11	11	18	17	12	6	2	0	1	3	1	3	8	6	3	2	2	3	4	3	4	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	2	1	2	3	6	2	0	8	12	13	8	14	5	9	6	6	6	14	11	7	6	10	6	4	3
OTU_101	194	139	192	144	183	180	177	215	161	227	137	177	45	132	106	111	110	101	128	151	118	123	195	226	170	124	117	58	69	48	70	54	66	45	85	67	60	61	54	59	86	82	72	74	47	61	46	42	28	39	39	54	52	44	41	64	42	46	49	37	55	40	51	84	79	136	179	90	80	102	114	80	56	94	81	69	92	67	77	76	55	242	317	205	454	527	548	522	316	529	109	157	127	121	132	108	125	137	171	257	374	320	219	184	218	234	199	172	305	321	260	301	315	315	438	339	373	425	310	330	360	279	389	302	312	355	272	375	247	138	223	269	227	189	252	198	153	195	184	130	118	158	184	130	159	142	214	203	197	231	176	180	191	144	97	72	57	66	62	69	35	47	18	18	35	34	55	88	64	113	59	22	28	53	21	37	24	27	22	18	15	19	42	29	23	30	41	25	35	33	47	50	40	32	88	55	68	34	17	38	48	32	17	26	38	40	308	411	217	427	822	848	254	269	428	241	162	171	263	506	226	477	445	342	354	303	349	307	257	231	226	349	412	450	510	566	472	586	363	448	431	350	241	202	319	321	293	256	302	150	129	156	192	243	225	186	259	296	228	237	200	339	354	382	268	362	338
OTU_1010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	11	16	25	14	19	4	19	12	6	2	2	4	3	3	1	5	6	2	0	0	2	0	2	0	2	1	5	1	3	2	4	2	3	0	2	37	21	21	25	44	55	23	22	31	2	0	5	4	2	1	1	0	2	3	1	1	1	0	0	1	2	3	1	0	3	0	0	0	0	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	17	7	9	2	5	5	3	4	26	7	5	5	5	4	10	3	6	0	5	1	4	4	5	4	6	2	0	0	2	0	1	0	0	0	1	4	0	2	1	6	2	2	39	26	20	36	52	50	22	21	29	44	28	31	55	22	19	27	13	20
OTU_1011	0	4	4	1	6	1	5	4	9	4	6	4	3	3	5	3	0	0	1	1	0	1	1	0	1	0	0	13	7	10	8	4	8	10	9	23	7	13	7	9	11	13	11	8	8	0	3	6	10	3	4	6	6	11	11	14	9	11	15	5	6	11	11	16	8	13	9	6	6	7	10	11	3	7	15	5	6	2	4	7	8	21	21	12	7	17	14	9	10	14	3	4	1	3	3	1	1	6	4	2	2	2	4	3	1	2	0	7	3	5	4	5	4	4	7	1	9	3	6	4	1	3	1	3	0	2	40	6	3	10	20	17	17	100	24	8	1	2	4	1	1	0	3	1	6	4	4	1	3	2	6	4	4	196	65	66	71	70	115	67	129	63	16	14	35	22	22	41	64	30	35	11	12	27	18	14	16	19	14	20	38	54	17	2	35	29	51	24	44	37	38	17	24	10	26	28	30	10	16	29	32	14	10	14	41	30	26	32	43	41	45	60	32	35	39	37	41	53	35	43	22	15	41	33	66	80	30	11	87	39	252	300	202	12	23	45	28	8	8	8	11	19	16	14	47	145	60	76	78	31	29	24	23	29	23	14	11	26	32	56	35	24	16	9	19	13	26
OTU_10110	56	22	49	22	43	38	12	2	15	1	0	2	0	0	0	0	1	1	14	2	4	1	14	4	4	3	6	3	0	0	0	1	2	1	2	5	1	1	0	0	1	0	0	0	1	5	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	4	1	2	2	0	3	3	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	47	7	36	20	30	44	6	4	23	0	0	1	0	0	1	1	2	0	1	0	0	1	0	3	0	2	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1012	4	15	11	7	7	5	1	6	10	1	0	1	0	0	0	2	7	0	28	20	41	8	26	12	6	24	27	36	131	78	25	37	34	29	22	29	59	29	123	17	21	74	29	36	117	45	166	100	20	15	17	94	13	59	101	40	33	32	16	102	80	32	34	16	16	5	22	40	32	65	25	22	67	17	29	27	17	62	13	14	100	5	1	7	23	8	2	3	16	5	2	3	10	2	0	2	3	10	6	3	0	0	2	2	0	0	1	3	16	16	51	7	13	9	4	33	12	4	14	18	5	3	4	4	3	5	2	0	0	12	0	5	13	3	5	1	0	5	0	2	1	3	0	1	2	9	3	5	26	2	14	7	2	21	5	32	4	23	41	15	8	7	12	18	18	7	5	3	14	14	28	20	20	38	9	14	35	9	6	8	31	6	7	25	20	8	4	3	3	1	0	6	2	13	4	2	11	4	3	28	5	26	21	0	7	9	2	2	15	3	1	1	6	1	1	3	7	3	3	4	0	6	1	7	2	3	6	0	1	0	1	7	1	1	1	0	1	0	0	0	0	1	10	5	17	3	5	20	5	0	13	4	2	2	2	2	0	0	5	0	13	1	1	7	3	3	4
OTU_1013	0	7	0	6	2	1	1	4	5	0	1	0	0	0	0	1	0	0	2	0	0	0	5	3	1	0	1	2	4	1	0	4	1	1	3	0	0	0	0	0	0	1	0	2	1	1	1	0	0	0	0	0	1	4	1	0	4	0	0	1	1	2	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	2	1	2	28	6	18	9	4	4	5	6	5	11	0	2	4	1	3	5	4	3	2	2	3	1	9	0	0	3	4	7	9	9	10	4	6	5	4	1	19	18	25	22	58	41	13	22	20	2	1	3	2	4	1	0	6	2	0	2	0	0	1	0	1	2	1	2	0	3	2	4	2	2	1	4	4	4	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	7	1	0	0	2	1	2	9	4	8	4	3	3	0	0	3	1	2	1	1	1	1	1	1	2	0	1	1	1	0	0	0	0	0	3	3	0	0	2	10	4	13	10	4	8	3	8	9	1	6	14	5	7	14	8	8	8	4	8
OTU_1015	8	0	3	3	3	7	2	2	1	3	2	1	12	7	6	1	4	6	3	3	7	12	4	5	4	11	2	1	2	0	0	1	1	0	0	2	3	5	0	1	0	0	1	2	3	4	2	4	1	2	1	2	3	3	1	3	3	1	0	0	2	3	0	6	4	3	4	0	2	9	0	1	5	2	6	3	5	4	3	7	2	1	9	2	8	6	10	5	6	8	3	8	7	3	0	3	4	0	2	4	0	3	0	3	2	1	1	2	10	8	5	2	18	0	10	13	5	7	8	10	28	23	19	45	82	60	8	22	21	41	28	27	26	8	16	5	5	2	5	18	7	10	31	6	23	75	24	22	23	36	28	40	42	5	3	6	3	2	0	1	0	3	4	1	1	3	2	3	3	6	1	3	1	2	1	4	1	12	5	6	1	6	2	2	5	8	9	30	1	1	3	15	3	1	19	11	6	8	6	13	15	4	4	12	4	2	0	11	4	6	4	16	17	41	23	9	3	5	8	31	13	17	14	45	21	22	11	16	13	9	18	19	26	1	4	5	3	0	1	6	0	1	22	21	13	14	9	14	22	9	1	5	13	7	16	29	65	16	6	7	2	21	5	25	17	73	25
OTU_10158	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	2	0	0	1	1	2	2	0	0	0	1	0	2	2	1	2	0	2	8	5	2	1	7	9	3	4	1	5	2	10	8	8	6	5	6	2	1	0	0	0	0	1	2	0	0	1	2	2	1	0	1	2	1	0	4	1	1	3	1	3	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	1	2	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	2	3	1	3	2	0	2	2	1	4	2	2	3	0	3	4	6	5	8	7	6	6	8	0	1	0	0	0	0	1	0	1	0	2	1	1	1	2	0	2	0	0	5	0	0	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1016	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	4	2	1	4	2	1	2	1	9	2	1	1	0	1	1	0	1	8	4	15	7	9	8	3	6	12	2	3	4	7	3	7	6	5	11	7	4	3	3	0	3	5	1	1	3	4	7	4	1	4	4	2	1	2	1	0	1	0	0	1	0	1	23	23	41	20	2	10	18	11	21	17	7	12	1	1	1	6	4	15	2	1	0	1	1	0	1	0	1	0	2	1	1	2	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	8	8	0	4	3	11	13	1	2	2	1	0	1	0	0	2	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	1	3	2	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	0	2	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	1	2	5	0	1	0	0	0	0	0	1	3	0	0	1	0	1	1	0	2	2	0	1	3	1	0	3	0	0	1	1	0	2	4
OTU_1018	2	2	2	0	3	1	4	0	1	3	1	4	2	2	1	1	6	3	2	4	3	1	3	3	3	1	4	78	76	48	140	134	141	51	89	56	35	35	56	51	74	47	60	67	36	44	29	48	41	42	52	36	25	24	15	29	38	35	27	23	39	17	24	20	30	19	41	32	17	10	31	43	13	32	22	42	50	30	53	39	23	38	43	41	17	38	41	26	15	54	2	5	2	34	2	0	2	4	3	1	3	2	0	2	0	0	0	2	2	0	2	0	0	4	4	6	5	5	3	3	11	2	10	8	6	15	1	1	2	0	1	0	2	1	0	1	0	2	1	1	1	0	2	1	1	0	0	0	0	1	0	0	3	39	26	25	32	58	32	26	16	18	13	13	5	9	15	17	26	29	17	8	24	23	9	17	19	26	11	14	3	14	8	2	3	5	6	8	9	12	3	11	4	6	19	10	4	13	11	11	18	6	5	8	12	12	8	7	18	11	6	9	6	4	5	8	5	7	3	5	6	10	7	10	3	2	1	2	1	0	3	0	1	1	2	1	0	0	3	0	0	0	1	1	1	1	2	5	5	1	1	9	0	1	2	1	0	1	4	0	4	2	4	3	6	0	4
OTU_1019	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	1	2	4	2	2	1	0	1	2	4	3	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	3	6	2	3	6	5	11	24	14	31	0	0	3	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	3	1	3	0	1	1	0	0	0	7	9	15	4	8	9	4	11	28	7	9	7	15	24	15	20	16	47	3	4	2	3	2	3	4	0	1	2	2	3	0	0	0	1	2	1	2	0	0	0	0	0	0
OTU_102	1	0	0	0	0	0	0	30	2	0	0	0	0	0	0	1	0	0	9	15	17	15	2	16	14	7	5	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	2	1	0	0	0	0	0	2	0	0	3	1	1	0	0	1	3	3	2	1	3	1	1	0	0	0	1	1	0	1	0	2	1	0	1	0	0	1	48	33	26	83	108	84	74	75	61	6	4	4	4	6	6	5	7	3	3	1	5	4	2	4	4	10	9	77	70	47	38	47	48	45	85	62	112	167	213	114	77	105	85	63	98	0	1	6	6	6	2	4	22	2	3	5	3	3	2	5	3	3	3	6	9	5	10	5	20	25	15	9	10	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	35	40	46	37	26	32	22	36	30	28	14	31	26	14	51	33	34	3	1	1	4	2	5	1	3	3	1	2	2	0	1	0	1	1	1	56	29	32	26	32	47	32	36	90	115	88	34	44	43	31	27	133	43	163	76	40	122	60	55	83
OTU_1020	1	1	0	0	1	1	1	0	1	0	2	1	1	1	0	0	0	0	0	5	3	2	2	1	1	1	3	34	24	28	31	22	20	30	32	25	27	29	35	34	63	26	37	35	18	21	16	16	20	25	29	9	29	16	16	13	18	22	22	16	17	15	16	14	12	15	32	14	20	13	20	21	9	16	14	5	12	15	13	18	10	15	7	20	15	13	6	12	13	11	2	1	1	0	2	0	0	1	0	0	0	1	1	1	0	1	0	0	0	2	1	0	0	0	1	0	1	6	8	6	6	12	5	11	4	5	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	2	2	1	0	2	0	2	3	1	2	2	0	47	26	26	20	27	23	30	29	33	17	14	17	22	23	25	23	41	23	12	19	29	13	17	16	15	6	14	11	13	14	7	7	9	11	5	16	4	6	9	6	7	9	4	6	9	4	5	3	4	6	7	5	10	12	10	25	15	8	9	4	4	3	6	3	7	7	9	8	7	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	3	0	0	3	4	3	0	2	1	2	4	5	2	8	6	1	8	5	5	8	2
OTU_10200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1021	0	1	0	1	0	2	0	1	1	1	0	2	0	2	0	0	1	1	0	0	1	0	1	1	0	2	4	31	39	25	34	31	27	24	23	35	24	13	20	19	33	29	25	27	7	18	6	13	20	12	4	7	6	4	9	22	19	19	13	14	13	6	15	7	6	9	8	7	10	6	9	5	4	4	1	5	3	0	5	5	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	24	40	24	27	19	25	32	27	22	11	1	16	14	22	21	14	23	8	9	10	13	8	5	1	0	2	10	5	5	2	3	6	3	9	4	7	4	6	4	3	7	4	7	3	1	2	4	5	6	8	8	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1022	0	1	1	0	1	0	3	2	1	69	31	49	19	30	28	40	64	19	18	9	5	7	30	10	11	8	5	2	0	3	5	3	3	1	2	3	1	3	1	3	3	4	1	1	3	4	5	4	3	1	2	1	0	0	0	1	1	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	3	7	2	1	0	1	0	1	1	0	0	0	3	1	3	5	11	2	1	11	4	7	5	0	3	7	0	0	0	4	2	2	1	1	1	0	1	1	2	1	1	1	0	0	0	0	3	1	1	2	33	39	38	25	23	22	22	23	18	1	6	2	6	6	9	10	9	3	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	2	2	1	1	0	0	0	4	1	0	8	4	6	1	1	0	1	0	0	1	0	2	2	0	5	2	0	1	2	5	1	1	0	3	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	4
